P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts,Grupo_Specs,Nom_Gru_Specs,Rango_Precio,Val_Ran_Precio,C1_Rat,C3_Ven,Flag_Exito,Flag_Exito2,Flag_Exito3,Flag_Exito4,Flag_Exito5,Flag_Exito6,Flag_Exito7
PD_21008799,Organization,0,marriage,238.64,1,53,1,0,202303,3,0.0,0,10,10,0.4954,0.0,2,2,3.0,3: Entorno familiar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009284,Change,3,much,218.97,4,42,1,1,202310,10,1.25,0,4,13,0.5248,0.5248,4,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21009406,Near,0,stock,360.54,2,59,1,0,202308,8,0.0,0,9,15,0.4954,0.0,1,2,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009945,Car,3,past,294.64,2,47,1,1,202303,3,0.0,0,10,20,0.5248,0.5248,4,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003995,Inside,4,effort,329.9,2,50,0,1,202304,4,1.5,0,6,12,0.0,0.5274,4,5,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004436,Cut,1,audience,362.92,2,39,1,1,202404,4,0.0,0,5,7,0.4976,0.4976,4,2,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004944,Out,4,rock,60.23,2,59,1,1,202306,6,0.0,0,9,11,0.5274,0.5274,1,2,1.0,1: Arte y creatividad,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21009431,Dinner,1,stage,15.27,1,35,0,1,202401,1,0.0,0,7,7,0.0,0.4976,4,5,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21009612,She,0,she,262.87,2,34,1,0,202312,12,1.5,0,7,14,0.4954,0.0,7,0,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005964,Full,0,most,124.91,2,41,1,0,202308,8,1.5,0,2,12,0.4954,0.0,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21002486,Agent,3,present,263.75,1,63,1,0,202405,5,0.0,0,4,4,0.5248,0.0,6,-1,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006131,Positive,2,evidence,218.03,1,43,0,1,202301,1,1.0,0,3,3,0.0,0.498,1,3,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006467,Someone,4,buy,190.41,1,69,1,0,202312,12,0.0,0,4,4,0.5274,0.0,5,1,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21006602,Senior,3,career,102.73,1,23,0,1,202409,9,0.0,0,6,6,0.0,0.5248,5,2,9.0,9: Instituciones,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007512,Wide,0,this,391.1,1,28,0,1,202306,6,0.0,0,6,6,0.0,0.4954,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009053,Per,2,matter,309.45,1,30,1,0,202411,11,4.0,0,9,9,0.498,0.0,6,2,8.0,8: Cuidado personal,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21009781,Yes,2,million,368.07,1,23,1,0,202407,7,0.0,0,2,2,0.498,0.0,7,-1,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000886,Read,4,media,359.73,4,44,1,1,202303,3,0.0,1,10,15,0.5274,0.5274,3,-1,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21001690,Guy,2,floor,337.58,2,49,1,1,202405,5,2.0,1,10,10,0.498,0.498,2,-1,6.0,6: Hogar,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21006315,Story,0,early,493.57,3,47,1,1,202305,5,1.67,1,18,23,0.4954,0.4954,4,6,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21007390,Way,2,where,334.88,3,49,1,1,202305,5,2.67,1,14,19,0.498,0.498,2,-1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21000020,Six,3,as,418.79,3,31,1,0,202402,2,3.0,0,5,23,0.5248,0.0,7,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21000621,Reduce,3,writer,407.59,1,21,0,1,202310,10,0.0,0,3,3,0.0,0.5248,5,2,1.0,1: Arte y creatividad,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21000661,Far,1,method,447.41,1,22,1,0,202404,4,5.0,0,8,8,0.4976,0.0,6,2,2.0,2: Desarrollo personal,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21000995,Later,1,with,490.52,2,37,0,1,202303,3,2.0,0,6,16,0.0,0.4976,4,1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21001053,End,1,quickly,350.91,1,35,1,0,202405,5,1.0,0,2,2,0.4976,0.0,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002124,Note,0,only,105.88,1,28,0,1,202304,4,0.0,0,6,6,0.0,0.4954,7,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002488,Ok,4,remember,96.02,1,50,0,1,202405,5,1.0,0,2,2,0.0,0.5274,4,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002654,Sense,2,sister,144.99,1,25,1,0,202407,7,0.0,0,7,7,0.498,0.0,7,-1,3.0,3: Entorno familiar,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002729,Know,0,glass,363.94,1,47,0,1,202305,5,0.0,0,2,2,0.0,0.4954,4,6,8.0,8: Cuidado personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002962,See,1,front,18.59,1,64,0,1,202301,1,3.0,0,6,6,0.0,0.4976,5,5,6.0,6: Hogar,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21003106,All,0,plan,404.43,1,38,0,1,202409,9,3.0,0,9,9,0.0,0.4954,3,5,7.0,7: Gestión emocional,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21003556,Do,4,well,19.8,1,39,1,0,202307,7,4.0,0,10,10,0.5274,0.0,2,-1,7.0,7: Gestión emocional,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21003749,Represent,4,loss,322.97,1,21,0,1,202311,11,0.0,0,1,1,0.0,0.5274,6,-4,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004356,Sell,4,feel,54.46,1,56,1,0,202310,10,0.0,0,3,3,0.5274,0.0,1,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005223,Lawyer,1,however,259.91,1,34,1,0,202407,7,0.0,0,8,8,0.4976,0.0,7,0,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005329,Despite,4,office,164.94,2,48,1,0,202302,2,1.0,0,6,16,0.5274,0.0,3,2,9.0,9: Instituciones,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21005711,Writer,4,strategy,178.2,3,50,1,1,202301,1,3.33,0,4,15,0.5274,0.5274,4,5,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21006686,The,4,along,499.94,1,42,1,0,202311,11,3.0,0,7,7,0.5274,0.0,3,-4,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21006812,Answer,0,above,31.16,3,26,1,0,202305,5,2.0,0,5,15,0.4954,0.0,7,6,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21007096,Join,1,specific,355.44,2,35,0,1,202405,5,0.0,0,10,20,0.0,0.4976,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21007159,Shake,3,official,236.67,2,48,1,1,202305,5,0.0,0,10,20,0.5248,0.5248,4,-1,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007604,Thing,3,the,432.92,1,25,1,0,202407,7,0.0,0,5,5,0.5248,0.0,5,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008978,Return,0,account,102.44,3,41,1,1,202303,3,0.67,0,2,13,0.4954,0.4954,3,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21009060,Be,0,service,231.74,1,46,1,0,202310,10,3.0,0,7,7,0.4954,0.0,4,5,4.0,4: Entorno laboral,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21009342,Down,1,great,366.58,2,55,1,1,202305,5,2.5,0,10,15,0.4976,0.4976,3,2,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009969,Here,0,brother,122.58,2,24,0,1,202308,8,0.0,0,10,14,0.0,0.4954,6,2,3.0,3: Entorno familiar,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000455,Contain,2,style,126.55,1,36,0,1,202311,11,0.0,0,7,7,0.0,0.498,3,2,1.0,1: Arte y creatividad,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005996,Game,0,whether,394.56,3,19,1,1,202311,11,1.0,0,1,10,0.4954,0.4954,6,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21008986,Trip,1,send,153.74,1,61,0,1,202404,4,4.0,0,10,10,0.0,0.4976,1,2,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000802,In,4,accept,439.78,1,38,0,1,202302,2,0.0,0,7,7,0.0,0.5274,2,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21001240,Traditional,1,consumer,359.09,2,46,0,1,202304,4,3.0,0,9,19,0.0,0.4976,2,2,4.0,4: Entorno laboral,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21002601,Clear,3,nation,200.98,1,51,1,0,202301,1,2.0,0,2,2,0.5248,0.0,3,2,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003370,Return,1,leg,490.65,1,70,0,1,202304,4,0.0,0,1,1,0.0,0.4976,5,2,9.0,9: Instituciones,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21006331,Least,2,community,284.17,5,52,1,1,202305,5,2.6,0,9,34,0.498,0.498,2,-1,5.0,5: Entorno social,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21009543,Up,0,interesting,446.99,2,43,1,1,202310,10,1.0,0,3,5,0.4954,0.4954,4,5,7.0,7: Gestión emocional,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21000043,Somebody,4,society,287.95,4,37,1,0,202305,5,2.75,0,6,21,0.5274,0.0,2,-1,5.0,5: Entorno social,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21000844,Task,4,them,470.08,5,35,1,1,202402,2,2.4,0,8,33,0.5274,0.5274,2,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21001030,Former,3,seem,123.27,1,39,0,1,202309,9,2.0,0,2,2,0.0,0.5248,2,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001091,Read,1,break,80.21,1,29,0,1,202301,1,0.0,0,6,6,0.0,0.4976,7,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21001688,Share,2,yes,194.71,1,37,0,1,202309,9,2.0,0,6,6,0.0,0.498,3,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001725,Compare,1,his,88.7,3,37,0,1,202306,6,1.67,0,7,21,0.0,0.4976,4,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21002629,Summer,0,why,180.56,1,37,1,0,202304,4,0.0,0,1,1,0.4954,0.0,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002952,Issue,2,stop,132.69,1,33,0,1,202308,8,0.0,0,1,1,0.0,0.498,6,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003111,Or,2,dog,294.42,1,37,0,1,202310,10,2.0,0,7,7,0.0,0.498,3,5,3.0,3: Entorno familiar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003285,Seek,1,cover,223.24,2,26,0,1,202309,9,3.5,0,5,10,0.0,0.4976,7,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21003340,Father,4,force,385.62,1,32,1,0,202305,5,0.0,0,8,8,0.5274,0.0,7,-1,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21003927,Room,0,television,111.0,1,28,0,1,202311,11,0.0,0,2,2,0.0,0.4954,7,2,9.0,9: Instituciones,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004280,Try,2,his,167.43,1,50,1,0,202304,4,0.0,0,7,7,0.498,0.0,2,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004572,Resource,3,natural,334.38,1,47,0,1,202405,5,1.0,0,2,2,0.0,0.5248,4,-1,8.0,8: Cuidado personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004597,Task,0,area,210.22,1,28,0,1,202402,2,1.0,0,9,9,0.0,0.4954,7,1,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004638,Civil,4,claim,298.55,1,23,0,1,202403,3,0.0,0,10,10,0.0,0.5274,6,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005008,Heavy,2,policy,426.92,1,51,0,1,202312,12,0.0,0,2,2,0.0,0.498,2,2,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21005337,Various,0,democratic,494.56,1,51,1,0,202310,10,0.0,0,9,9,0.4954,0.0,2,5,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21006017,Management,0,lead,375.7,2,61,0,1,202306,6,0.0,0,5,12,0.0,0.4954,1,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21006813,Wife,3,like,93.99,3,41,1,1,202403,3,1.33,0,8,24,0.5248,0.5248,2,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21006922,Analysis,2,space,266.95,1,37,1,0,202405,5,0.0,0,3,3,0.498,0.0,3,-1,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009245,Material,1,war,180.6,2,51,1,0,202407,7,3.5,0,7,14,0.4976,0.0,3,0,5.0,5: Entorno social,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000722,Education,3,voice,420.63,4,39,1,1,202301,1,2.25,1,13,20,0.5248,0.5248,2,2,1.0,1: Arte y creatividad,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21002484,Place,1,bank,298.88,2,45,0,1,202308,8,0.0,0,7,11,0.0,0.4976,2,4,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008872,Evidence,3,movement,192.16,2,48,1,0,202307,7,2.0,0,4,13,0.5248,0.0,4,2,6.0,6: Hogar,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21000488,Key,4,control,444.2,2,46,1,0,202402,2,2.5,0,1,10,0.5274,0.0,3,2,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000973,Mention,4,reveal,98.97,2,68,1,0,202407,7,3.5,0,9,18,0.5274,0.0,5,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21003964,News,2,remember,469.04,1,48,1,0,202403,3,0.0,0,1,1,0.498,0.0,1,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21005406,Arm,3,watch,139.45,1,43,1,0,202401,1,3.0,0,3,3,0.5248,0.0,4,2,7.0,7: Gestión emocional,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21005830,Doctor,1,situation,347.3,1,56,1,0,202303,3,0.0,0,4,4,0.4976,0.0,1,1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21007518,Treatment,4,onto,427.51,2,47,1,1,202301,1,0.5,0,9,11,0.5274,0.5274,3,5,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21007834,Way,0,article,192.36,1,33,1,0,202302,2,0.0,0,9,9,0.4954,0.0,7,1,5.0,5: Entorno social,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003843,Production,1,quickly,457.39,3,34,1,1,202401,1,1.33,1,8,9,0.4976,0.4976,7,5,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21009340,Second,1,or,65.48,3,44,1,1,202302,2,0.0,1,6,16,0.4976,0.4976,2,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,1,0,0
PD_21002021,Day,4,explain,83.2,2,37,1,1,202306,6,0.0,0,7,15,0.5274,0.5274,2,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21002113,Source,4,seat,496.57,1,29,0,1,202402,2,2.0,0,8,8,0.0,0.5274,7,2,4.0,4: Entorno laboral,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21002327,Political,3,begin,226.07,1,29,0,1,202303,3,0.0,0,7,7,0.0,0.5248,7,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21002397,Western,0,fund,415.97,4,34,0,1,202303,3,4.0,0,5,23,0.0,0.4954,7,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21003016,Former,2,teach,170.0,2,49,1,1,202303,3,0.5,0,1,4,0.498,0.498,2,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21005513,Hundred,0,build,146.94,1,32,1,0,202302,2,0.0,0,4,4,0.4954,0.0,7,1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005754,Quickly,0,worry,478.54,1,67,1,0,202305,5,0.0,0,3,3,0.4954,0.0,5,6,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21006012,Management,2,admit,44.95,2,50,1,1,202301,1,1.5,0,10,15,0.498,0.498,2,3,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006516,Program,4,stock,154.31,1,21,1,0,202308,8,5.0,0,4,4,0.5274,0.0,6,2,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21006696,Force,2,enjoy,152.12,1,67,1,0,202306,6,0.0,0,1,1,0.498,0.0,5,0,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21006779,Husband,4,husband,259.32,1,20,0,1,202404,4,0.0,0,1,1,0.0,0.5274,6,5,3.0,3: Entorno familiar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007040,Tell,4,which,138.75,1,35,1,0,202401,1,0.0,0,7,7,0.5274,0.0,2,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007577,Foreign,2,speak,342.24,1,45,1,0,202407,7,0.0,0,2,2,0.498,0.0,1,-1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008405,Rather,2,thousand,80.49,1,33,1,0,202411,11,0.0,0,8,8,0.498,0.0,6,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21008984,Generation,0,relate,425.21,1,65,1,0,202402,2,4.0,0,8,8,0.4954,0.0,5,1,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21009532,Far,4,month,17.95,1,18,0,1,202406,6,0.0,0,10,10,0.0,0.5274,6,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002999,Professional,2,by,235.58,2,38,1,1,202301,1,0.0,0,6,7,0.498,0.498,3,3,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004603,Yet,3,leg,388.67,4,34,1,1,202310,10,2.5,0,9,29,0.5248,0.5248,7,2,9.0,9: Instituciones,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21008149,Lay,0,her,89.79,3,65,1,1,202305,5,0.0,0,8,11,0.4954,0.4954,5,6,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21001733,Bill,0,production,189.99,1,43,1,0,202311,11,1.0,0,1,1,0.4954,0.0,4,2,10.0,10: Innovación,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003208,Establish,0,themselves,205.48,3,34,1,1,202307,7,1.33,0,4,16,0.4954,0.4954,7,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21005019,Character,0,amount,496.02,1,27,1,0,202401,1,0.0,0,8,8,0.4954,0.0,7,1,4.0,4: Entorno laboral,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008914,Explain,4,fire,341.84,3,42,1,0,202308,8,1.67,0,5,11,0.5274,0.0,3,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21000058,Language,3,condition,339.21,1,25,0,1,202301,1,0.0,0,10,10,0.0,0.5248,5,2,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000829,Social,1,goal,232.9,1,28,0,1,202310,10,0.0,0,2,2,0.0,0.4976,7,4,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003815,Soon,3,yeah,369.82,1,51,0,1,202301,1,3.0,0,4,4,0.0,0.5248,3,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21004995,Pull,1,person,396.72,1,49,0,1,202410,10,0.0,0,3,3,0.0,0.4976,3,4,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21006122,Local,3,whether,136.76,1,47,1,0,202311,11,1.0,0,3,3,0.5248,0.0,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21006411,Focus,4,traditional,376.73,1,69,1,0,202409,9,0.0,0,5,5,0.5274,0.0,5,2,8.0,8: Cuidado personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21006707,Sort,2,section,493.45,1,62,0,1,202407,7,5.0,0,7,7,0.0,0.498,4,-1,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21007131,Easy,3,think,102.63,1,53,0,1,202403,3,3.0,0,2,2,0.0,0.5248,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21007848,Visit,1,crime,78.3,2,53,1,1,202302,2,3.5,0,3,7,0.4976,0.4976,3,2,5.0,5: Entorno social,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21008486,Performance,1,clearly,155.6,3,38,1,1,202302,2,0.67,0,7,13,0.4976,0.4976,4,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21008829,Role,2,company,142.83,2,30,1,0,202301,1,4.5,0,4,8,0.498,0.0,6,3,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21002424,Per,1,may,45.68,2,28,0,1,202305,5,4.0,0,5,10,0.0,0.4976,7,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007460,Hotel,1,guy,79.06,4,40,1,1,202312,12,1.5,0,4,21,0.4976,0.4976,4,2,3.0,3: Entorno familiar,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21004260,Because,3,economy,387.95,3,44,1,1,202306,6,1.0,0,2,16,0.5248,0.5248,4,2,5.0,5: Entorno social,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21004816,Ground,0,huge,33.18,1,59,1,0,202402,2,0.0,0,9,9,0.4954,0.0,1,1,3.0,3: Entorno familiar,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005693,Much,3,human,247.77,1,19,1,0,202406,6,0.0,0,4,4,0.5248,0.0,5,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006839,Study,1,play,154.55,1,35,0,1,202310,10,4.0,0,5,5,0.0,0.4976,4,4,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21006735,Into,0,smile,45.37,2,24,0,1,202407,7,3.5,1,7,7,0.0,0.4954,6,5,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,1,1,1,1,1,1,1
PD_21003859,Success,3,live,339.08,2,46,0,1,202301,1,0.0,1,15,15,0.0,0.5248,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21000584,State,1,individual,337.87,2,45,1,0,202407,7,2.0,1,18,18,0.4976,0.0,2,0,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21000023,Standard,0,world,425.85,3,43,1,1,202408,8,1.67,1,4,7,0.4954,0.4954,4,2,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21004569,Over,2,range,448.36,2,49,0,1,202307,7,0.0,1,7,7,0.0,0.498,2,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21008072,Suddenly,2,before,165.44,2,42,0,1,202403,3,2.0,1,6,6,0.0,0.498,1,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21002032,Marriage,4,strategy,417.6,2,44,1,0,202310,10,1.5,1,11,11,0.5274,0.0,3,2,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21005553,Name,3,hair,55.05,3,58,1,0,202309,9,0.0,1,10,14,0.5248,0.0,1,2,8.0,8: Cuidado personal,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
